Amenity Type,Latitude,Longitude,Google Maps Link
Unknown,12.973379,80.1876,https://www.google.com/maps?q=12.973379,80.1876
Unknown,11.014001,76.95436,https://www.google.com/maps?q=11.014001,76.95436
Unknown,11.005193,76.987915,https://www.google.com/maps?q=11.005193,76.987915
Unknown,11.005332,76.987656,https://www.google.com/maps?q=11.005332,76.987656
Unknown,11.024842,76.956406,https://www.google.com/maps?q=11.024842,76.956406
Unknown,10.600087,78.40086,https://www.google.com/maps?q=10.600087,78.40086
Unknown,13.026489,80.18299,https://www.google.com/maps?q=13.026489,80.18299
Unknown,11.709491,78.103165,https://www.google.com/maps?q=11.709491,78.103165
Unknown,11.210309,78.17766,https://www.google.com/maps?q=11.210309,78.17766
Unknown,11.024724,76.90558,https://www.google.com/maps?q=11.024724,76.90558
Unknown,11.078235,76.94093,https://www.google.com/maps?q=11.078235,76.94093
Unknown,10.875282,78.81631,https://www.google.com/maps?q=10.875282,78.81631
Unknown,10.857002,78.69146,https://www.google.com/maps?q=10.857002,78.69146
Unknown,10.785749,78.72515,https://www.google.com/maps?q=10.785749,78.72515
Unknown,11.0148535,76.94899,https://www.google.com/maps?q=11.0148535,76.94899
Unknown,13.038005,80.188965,https://www.google.com/maps?q=13.038005,80.188965
Unknown,13.051596,80.21143,https://www.google.com/maps?q=13.051596,80.21143
Unknown,11.29261,76.9402,https://www.google.com/maps?q=11.29261,76.9402
Unknown,9.943482,78.16477,https://www.google.com/maps?q=9.943482,78.16477
Unknown,11.026525,76.94759,https://www.google.com/maps?q=11.026525,76.94759
Unknown,10.960171,78.0796,https://www.google.com/maps?q=10.960171,78.0796
Unknown,11.626053,78.14749,https://www.google.com/maps?q=11.626053,78.14749
Unknown,11.625344,78.14606,https://www.google.com/maps?q=11.625344,78.14606
Unknown,11.615799,78.145035,https://www.google.com/maps?q=11.615799,78.145035
Unknown,11.629087,78.1485,https://www.google.com/maps?q=11.629087,78.1485
Unknown,11.44043,77.69298,https://www.google.com/maps?q=11.44043,77.69298
Unknown,11.633186,78.126884,https://www.google.com/maps?q=11.633186,78.126884
Unknown,10.802038,78.69157,https://www.google.com/maps?q=10.802038,78.69157
Unknown,10.798785,78.75172,https://www.google.com/maps?q=10.798785,78.75172
Unknown,13.110898,80.09528,https://www.google.com/maps?q=13.110898,80.09528
Unknown,11.035404,76.93048,https://www.google.com/maps?q=11.035404,76.93048
Unknown,11.033506,76.92946,https://www.google.com/maps?q=11.033506,76.92946
Unknown,10.279357,77.92257,https://www.google.com/maps?q=10.279357,77.92257
Unknown,11.009349,77.00242,https://www.google.com/maps?q=11.009349,77.00242
Unknown,11.33176,77.72025,https://www.google.com/maps?q=11.33176,77.72025
Unknown,11.008001,76.93627,https://www.google.com/maps?q=11.008001,76.93627
Unknown,11.714428,79.768906,https://www.google.com/maps?q=11.714428,79.768906
Unknown,12.924167,80.12745,https://www.google.com/maps?q=12.924167,80.12745
Unknown,12.922972,80.12982,https://www.google.com/maps?q=12.922972,80.12982
Unknown,13.084971,79.66476,https://www.google.com/maps?q=13.084971,79.66476
Unknown,13.08485,79.66792,https://www.google.com/maps?q=13.08485,79.66792
Unknown,13.086829,79.66408,https://www.google.com/maps?q=13.086829,79.66408
Unknown,13.0136,80.23954,https://www.google.com/maps?q=13.0136,80.23954
Unknown,8.190631,77.43563,https://www.google.com/maps?q=8.190631,77.43563
Unknown,8.201188,77.45524,https://www.google.com/maps?q=8.201188,77.45524
Unknown,10.801644,78.74281,https://www.google.com/maps?q=10.801644,78.74281
Unknown,8.762299,77.70962,https://www.google.com/maps?q=8.762299,77.70962
Unknown,11.584984,78.061844,https://www.google.com/maps?q=11.584984,78.061844
Unknown,13.113302,80.29053,https://www.google.com/maps?q=13.113302,80.29053
Unknown,11.087657,77.003365,https://www.google.com/maps?q=11.087657,77.003365
Unknown,12.993436,79.331154,https://www.google.com/maps?q=12.993436,79.331154
Unknown,8.191451,77.3976,https://www.google.com/maps?q=8.191451,77.3976
Unknown,8.1710825,77.431,https://www.google.com/maps?q=8.1710825,77.431
Unknown,11.243404,76.960205,https://www.google.com/maps?q=11.243404,76.960205
Unknown,9.92754,78.155106,https://www.google.com/maps?q=9.92754,78.155106
Unknown,9.926167,78.15735,https://www.google.com/maps?q=9.926167,78.15735
Unknown,12.926123,80.12652,https://www.google.com/maps?q=12.926123,80.12652
Unknown,9.583705,77.95996,https://www.google.com/maps?q=9.583705,77.95996
Unknown,9.460604,77.78632,https://www.google.com/maps?q=9.460604,77.78632
Unknown,9.451026,77.793304,https://www.google.com/maps?q=9.451026,77.793304
Unknown,10.745473,79.11179,https://www.google.com/maps?q=10.745473,79.11179
Unknown,10.942805,78.414635,https://www.google.com/maps?q=10.942805,78.414635
Unknown,9.58427,77.95657,https://www.google.com/maps?q=9.58427,77.95657
