Hospital,School,Toll Gate,Railway Crossing,Traffic Signal,Bus Stop,Latitude,Longitude,Google Maps Link
No,No,No,No,No,No,12.800049,80.02321,https://www.google.com/maps?q=12.800049,80.02321
No,No,No,No,No,No,12.789638,80.01695,https://www.google.com/maps?q=12.789638,80.01695
No,No,No,No,No,No,12.790489,80.01696,https://www.google.com/maps?q=12.790489,80.01696
No,No,No,No,No,No,12.776975,80.010574,https://www.google.com/maps?q=12.776975,80.010574
No,No,No,No,No,No,12.776796,80.01006,https://www.google.com/maps?q=12.776796,80.01006
No,No,No,No,No,No,12.743352,79.992744,https://www.google.com/maps?q=12.743352,79.992744
No,No,No,No,No,No,12.743783,79.99261,https://www.google.com/maps?q=12.743783,79.99261
No,No,No,No,No,No,12.738247,79.98869,https://www.google.com/maps?q=12.738247,79.98869
No,No,No,No,No,No,9.894567,77.2819,https://www.google.com/maps?q=9.894567,77.2819
No,No,No,No,No,No,10.966431,76.82709,https://www.google.com/maps?q=10.966431,76.82709
No,No,No,No,No,No,10.994239,76.96318,https://www.google.com/maps?q=10.994239,76.96318
No,No,No,No,No,No,10.993892,76.96325,https://www.google.com/maps?q=10.993892,76.96325
No,No,No,No,No,No,10.996231,76.96815,https://www.google.com/maps?q=10.996231,76.96815
No,No,No,No,No,No,10.996236,76.96794,https://www.google.com/maps?q=10.996236,76.96794
No,No,No,No,No,No,12.88012,80.080376,https://www.google.com/maps?q=12.88012,80.080376
No,No,No,No,No,No,12.794243,80.01984,https://www.google.com/maps?q=12.794243,80.01984
No,No,No,No,No,No,10.812682,78.71278,https://www.google.com/maps?q=10.812682,78.71278
No,No,No,No,No,No,11.340553,77.71682,https://www.google.com/maps?q=11.340553,77.71682
No,No,No,No,No,No,11.016931,76.95914,https://www.google.com/maps?q=11.016931,76.95914
No,No,No,No,No,No,11.01939,76.963715,https://www.google.com/maps?q=11.01939,76.963715
No,No,No,No,No,No,11.343432,77.73884,https://www.google.com/maps?q=11.343432,77.73884
No,No,No,No,No,No,12.880142,80.08031,https://www.google.com/maps?q=12.880142,80.08031
No,No,No,No,No,No,11.22827,77.02901,https://www.google.com/maps?q=11.22827,77.02901
No,No,No,No,No,No,13.044235,80.185165,https://www.google.com/maps?q=13.044235,80.185165
No,No,No,No,No,No,13.074315,80.22052,https://www.google.com/maps?q=13.074315,80.22052
No,No,No,No,No,No,11.036097,76.978004,https://www.google.com/maps?q=11.036097,76.978004
No,No,No,No,No,No,9.239526,78.78499,https://www.google.com/maps?q=9.239526,78.78499
No,No,No,No,No,No,11.425012,76.87335,https://www.google.com/maps?q=11.425012,76.87335
No,No,No,No,No,No,13.053188,80.24792,https://www.google.com/maps?q=13.053188,80.24792
No,No,No,No,No,No,12.902265,80.21618,https://www.google.com/maps?q=12.902265,80.21618
No,No,No,No,No,No,12.948588,80.19893,https://www.google.com/maps?q=12.948588,80.19893
No,No,No,No,No,No,13.081205,80.27302,https://www.google.com/maps?q=13.081205,80.27302
No,No,No,No,No,No,13.075041,80.27144,https://www.google.com/maps?q=13.075041,80.27144
No,No,No,No,No,No,13.16683,80.245964,https://www.google.com/maps?q=13.16683,80.245964
No,No,No,No,No,No,12.940413,80.20566,https://www.google.com/maps?q=12.940413,80.20566
No,No,No,No,No,No,10.600558,77.62473,https://www.google.com/maps?q=10.600558,77.62473
No,No,No,No,No,No,13.046391,80.190216,https://www.google.com/maps?q=13.046391,80.190216
No,No,No,No,No,No,13.067506,80.25347,https://www.google.com/maps?q=13.067506,80.25347
No,No,No,No,No,No,13.06449,80.25896,https://www.google.com/maps?q=13.06449,80.25896
No,No,No,No,No,No,13.06437,80.25887,https://www.google.com/maps?q=13.06437,80.25887
No,No,No,No,No,No,12.133277,78.15981,https://www.google.com/maps?q=12.133277,78.15981
No,No,No,No,No,No,11.285467,77.556946,https://www.google.com/maps?q=11.285467,77.556946
No,No,No,No,No,No,13.04888,80.21199,https://www.google.com/maps?q=13.04888,80.21199
No,No,No,No,No,No,13.007729,80.20986,https://www.google.com/maps?q=13.007729,80.20986
No,No,No,No,No,No,13.0210495,80.18392,https://www.google.com/maps?q=13.0210495,80.18392
No,No,No,No,No,No,13.020813,80.18381,https://www.google.com/maps?q=13.020813,80.18381
No,No,No,No,No,No,13.031721,80.17991,https://www.google.com/maps?q=13.031721,80.17991
No,No,No,No,No,No,13.031428,80.18396,https://www.google.com/maps?q=13.031428,80.18396
No,No,No,No,No,No,13.028983,80.18369,https://www.google.com/maps?q=13.028983,80.18369
No,No,No,No,No,No,13.031247,80.181755,https://www.google.com/maps?q=13.031247,80.181755
No,No,No,No,No,No,13.039362,80.19695,https://www.google.com/maps?q=13.039362,80.19695
No,No,No,No,No,No,13.041484,80.19673,https://www.google.com/maps?q=13.041484,80.19673
No,No,No,No,No,No,13.038867,80.19922,https://www.google.com/maps?q=13.038867,80.19922
No,No,No,No,No,No,13.041139,80.199265,https://www.google.com/maps?q=13.041139,80.199265
No,No,No,No,No,No,13.041714,80.19322,https://www.google.com/maps?q=13.041714,80.19322
No,No,No,No,No,No,13.03816,80.19269,https://www.google.com/maps?q=13.03816,80.19269
No,No,No,No,No,No,13.037334,80.19642,https://www.google.com/maps?q=13.037334,80.19642
No,No,No,No,No,No,13.036427,80.20174,https://www.google.com/maps?q=13.036427,80.20174
No,No,No,No,No,No,13.040752,80.20502,https://www.google.com/maps?q=13.040752,80.20502
No,No,No,No,No,No,13.04116,80.20539,https://www.google.com/maps?q=13.04116,80.20539
No,No,No,No,No,No,10.812193,79.13931,https://www.google.com/maps?q=10.812193,79.13931
No,No,No,No,No,No,13.031654,80.212204,https://www.google.com/maps?q=13.031654,80.212204
No,No,No,No,No,No,13.032555,80.21199,https://www.google.com/maps?q=13.032555,80.21199
No,No,No,No,No,No,13.035062,80.21191,https://www.google.com/maps?q=13.035062,80.21191
No,No,No,No,No,No,13.035197,80.20826,https://www.google.com/maps?q=13.035197,80.20826
No,No,No,No,No,No,13.022938,80.146736,https://www.google.com/maps?q=13.022938,80.146736
No,No,No,No,No,No,13.019842,80.14334,https://www.google.com/maps?q=13.019842,80.14334
No,No,No,No,No,No,11.014124,76.9873,https://www.google.com/maps?q=11.014124,76.9873
No,No,No,No,No,No,11.040862,76.98231,https://www.google.com/maps?q=11.040862,76.98231
No,No,No,No,No,No,11.035407,76.978264,https://www.google.com/maps?q=11.035407,76.978264
No,No,No,No,No,No,11.013477,76.98556,https://www.google.com/maps?q=11.013477,76.98556
No,No,No,No,No,No,11.014168,76.98121,https://www.google.com/maps?q=11.014168,76.98121
No,No,No,No,No,No,11.014082,76.98125,https://www.google.com/maps?q=11.014082,76.98125
No,No,No,No,No,No,10.977831,76.96037,https://www.google.com/maps?q=10.977831,76.96037
No,No,No,No,No,No,13.027289,80.254265,https://www.google.com/maps?q=13.027289,80.254265
No,No,No,No,No,No,13.086731,80.27579,https://www.google.com/maps?q=13.086731,80.27579
No,No,No,No,No,No,11.668333,78.22264,https://www.google.com/maps?q=11.668333,78.22264
No,No,No,No,No,No,9.590832,77.95141,https://www.google.com/maps?q=9.590832,77.95141
No,No,No,No,No,No,13.121013,80.19987,https://www.google.com/maps?q=13.121013,80.19987
No,No,No,No,No,No,8.157358,77.46604,https://www.google.com/maps?q=8.157358,77.46604
No,No,No,No,No,No,11.055126,77.06551,https://www.google.com/maps?q=11.055126,77.06551
No,No,No,No,No,No,10.794988,78.6848,https://www.google.com/maps?q=10.794988,78.6848
No,No,No,No,No,No,12.996648,80.24909,https://www.google.com/maps?q=12.996648,80.24909
No,No,No,No,No,No,12.998182,80.248924,https://www.google.com/maps?q=12.998182,80.248924
No,No,No,No,No,No,12.989385,80.25087,https://www.google.com/maps?q=12.989385,80.25087
No,No,No,No,No,No,12.991134,80.25067,https://www.google.com/maps?q=12.991134,80.25067
No,No,No,No,No,No,13.003479,80.247444,https://www.google.com/maps?q=13.003479,80.247444
No,No,No,No,No,No,13.117024,80.0969,https://www.google.com/maps?q=13.117024,80.0969
No,No,No,No,No,No,13.116052,80.10626,https://www.google.com/maps?q=13.116052,80.10626
No,No,No,No,No,No,10.282218,77.62977,https://www.google.com/maps?q=10.282218,77.62977
No,No,No,No,No,No,10.280548,77.629845,https://www.google.com/maps?q=10.280548,77.629845
No,No,No,No,No,No,10.2761755,77.62668,https://www.google.com/maps?q=10.2761755,77.62668
No,No,No,No,No,No,10.2769985,77.628426,https://www.google.com/maps?q=10.2769985,77.628426
No,No,No,No,No,No,12.844584,80.22646,https://www.google.com/maps?q=12.844584,80.22646
No,No,No,No,No,No,13.057195,80.26473,https://www.google.com/maps?q=13.057195,80.26473
No,No,No,No,No,No,13.057111,80.264984,https://www.google.com/maps?q=13.057111,80.264984
No,No,No,No,No,No,13.064226,80.2658,https://www.google.com/maps?q=13.064226,80.2658
No,No,No,No,No,No,13.047547,80.26101,https://www.google.com/maps?q=13.047547,80.26101
No,No,No,No,No,No,13.050891,80.26252,https://www.google.com/maps?q=13.050891,80.26252
No,No,No,No,No,No,13.052159,80.263954,https://www.google.com/maps?q=13.052159,80.263954
No,No,No,No,No,No,12.929591,80.20286,https://www.google.com/maps?q=12.929591,80.20286
No,No,No,No,No,No,13.020207,80.26266,https://www.google.com/maps?q=13.020207,80.26266
No,No,No,No,No,No,10.756881,78.813065,https://www.google.com/maps?q=10.756881,78.813065
No,No,No,No,No,No,8.959956,77.26514,https://www.google.com/maps?q=8.959956,77.26514
No,No,No,No,No,No,11.242048,76.95913,https://www.google.com/maps?q=11.242048,76.95913
No,No,No,No,No,No,11.046323,76.8528,https://www.google.com/maps?q=11.046323,76.8528
No,No,No,No,No,No,11.229143,76.894905,https://www.google.com/maps?q=11.229143,76.894905
No,No,No,No,No,No,11.231087,76.89482,https://www.google.com/maps?q=11.231087,76.89482
No,No,No,No,No,No,11.2568445,76.88651,https://www.google.com/maps?q=11.2568445,76.88651
No,No,No,No,No,No,11.238472,76.945885,https://www.google.com/maps?q=11.238472,76.945885
No,No,No,No,No,No,11.235702,76.933136,https://www.google.com/maps?q=11.235702,76.933136
No,No,No,No,No,No,11.23684,76.92318,https://www.google.com/maps?q=11.23684,76.92318
No,No,No,No,No,No,11.223201,76.88965,https://www.google.com/maps?q=11.223201,76.88965
No,No,No,No,No,No,11.226896,76.89234,https://www.google.com/maps?q=11.226896,76.89234
No,No,No,No,No,No,11.236172,76.90879,https://www.google.com/maps?q=11.236172,76.90879
No,No,No,No,No,No,11.231782,76.89853,https://www.google.com/maps?q=11.231782,76.89853
No,No,No,No,No,No,11.2516985,76.955345,https://www.google.com/maps?q=11.2516985,76.955345
No,No,No,No,No,No,11.30766,76.97479,https://www.google.com/maps?q=11.30766,76.97479
No,No,No,No,No,No,11.447828,77.43493,https://www.google.com/maps?q=11.447828,77.43493
No,No,No,No,No,No,10.879038,77.527695,https://www.google.com/maps?q=10.879038,77.527695
No,No,No,No,No,No,10.646668,77.01949,https://www.google.com/maps?q=10.646668,77.01949
No,No,No,No,No,No,12.963919,80.256485,https://www.google.com/maps?q=12.963919,80.256485
No,No,No,No,No,No,12.966574,80.2478,https://www.google.com/maps?q=12.966574,80.2478
No,No,No,No,No,No,12.966921,80.248276,https://www.google.com/maps?q=12.966921,80.248276
No,No,No,No,No,No,12.969085,80.25777,https://www.google.com/maps?q=12.969085,80.25777
No,No,No,No,No,No,12.969405,80.257614,https://www.google.com/maps?q=12.969405,80.257614
No,No,No,No,No,No,12.979143,80.25259,https://www.google.com/maps?q=12.979143,80.25259
No,No,No,No,No,No,12.979494,80.25284,https://www.google.com/maps?q=12.979494,80.25284
No,No,No,No,No,No,10.772899,79.11862,https://www.google.com/maps?q=10.772899,79.11862
No,No,No,No,No,No,10.772311,79.13303,https://www.google.com/maps?q=10.772311,79.13303
No,No,No,No,No,No,10.774462,79.12241,https://www.google.com/maps?q=10.774462,79.12241
No,No,No,No,No,No,10.7762785,79.12788,https://www.google.com/maps?q=10.7762785,79.12788
No,No,No,No,No,No,10.772556,79.13243,https://www.google.com/maps?q=10.772556,79.13243
No,No,No,No,No,No,10.77774,79.12996,https://www.google.com/maps?q=10.77774,79.12996
No,No,No,No,No,No,10.775732,79.14055,https://www.google.com/maps?q=10.775732,79.14055
No,No,No,No,No,No,10.770438,79.11466,https://www.google.com/maps?q=10.770438,79.11466
No,No,No,No,No,No,10.76828,79.11182,https://www.google.com/maps?q=10.76828,79.11182
No,No,No,No,No,No,10.7626295,79.10649,https://www.google.com/maps?q=10.7626295,79.10649
No,No,No,No,No,No,10.78513,79.13347,https://www.google.com/maps?q=10.78513,79.13347
No,No,No,No,No,No,10.750224,79.09342,https://www.google.com/maps?q=10.750224,79.09342
No,No,No,No,No,No,10.7612915,79.105095,https://www.google.com/maps?q=10.7612915,79.105095
No,No,No,No,No,No,10.759752,79.10346,https://www.google.com/maps?q=10.759752,79.10346
No,No,No,No,No,No,10.781341,79.13358,https://www.google.com/maps?q=10.781341,79.13358
No,No,No,No,No,No,13.141583,80.237175,https://www.google.com/maps?q=13.141583,80.237175
No,No,No,No,No,No,10.997867,76.99195,https://www.google.com/maps?q=10.997867,76.99195
No,No,No,No,No,No,10.997939,76.98624,https://www.google.com/maps?q=10.997939,76.98624
No,No,No,No,No,No,10.995971,76.97886,https://www.google.com/maps?q=10.995971,76.97886
No,No,No,No,No,No,10.998172,76.989914,https://www.google.com/maps?q=10.998172,76.989914
No,No,No,No,No,No,11.013604,76.94173,https://www.google.com/maps?q=11.013604,76.94173
No,No,No,No,No,No,11.019912,76.938354,https://www.google.com/maps?q=11.019912,76.938354
No,No,No,No,No,No,11.027772,76.95118,https://www.google.com/maps?q=11.027772,76.95118
No,No,No,No,No,No,11.024829,76.95123,https://www.google.com/maps?q=11.024829,76.95123
No,No,No,No,No,No,11.007445,76.945045,https://www.google.com/maps?q=11.007445,76.945045
No,No,No,No,No,No,11.028404,76.951546,https://www.google.com/maps?q=11.028404,76.951546
No,No,No,No,No,No,11.026925,76.94813,https://www.google.com/maps?q=11.026925,76.94813
No,No,No,No,No,No,11.025549,76.95143,https://www.google.com/maps?q=11.025549,76.95143
No,No,No,No,No,No,11.0307455,76.95095,https://www.google.com/maps?q=11.0307455,76.95095
No,No,No,No,No,No,11.023713,76.95133,https://www.google.com/maps?q=11.023713,76.95133
No,No,No,No,No,No,11.022929,76.95184,https://www.google.com/maps?q=11.022929,76.95184
No,No,No,No,No,No,11.000229,76.94933,https://www.google.com/maps?q=11.000229,76.94933
No,No,No,No,No,No,11.023185,76.94633,https://www.google.com/maps?q=11.023185,76.94633
No,No,No,No,No,No,11.015508,76.954605,https://www.google.com/maps?q=11.015508,76.954605
No,No,No,No,No,No,11.026173,76.942406,https://www.google.com/maps?q=11.026173,76.942406
No,No,No,No,No,No,11.013598,76.93543,https://www.google.com/maps?q=11.013598,76.93543
No,No,No,No,No,No,11.039362,76.92578,https://www.google.com/maps?q=11.039362,76.92578
No,No,No,No,No,No,11.076032,76.95532,https://www.google.com/maps?q=11.076032,76.95532
No,No,No,No,No,No,10.795436,78.75861,https://www.google.com/maps?q=10.795436,78.75861
No,No,No,No,No,No,11.075499,76.958466,https://www.google.com/maps?q=11.075499,76.958466
No,No,No,No,No,No,11.149203,76.94423,https://www.google.com/maps?q=11.149203,76.94423
No,No,No,No,No,No,11.246117,76.89394,https://www.google.com/maps?q=11.246117,76.89394
No,No,No,No,No,No,11.300036,76.938774,https://www.google.com/maps?q=11.300036,76.938774
No,No,No,No,No,No,11.169906,76.95195,https://www.google.com/maps?q=11.169906,76.95195
No,No,No,No,No,No,11.160925,76.946236,https://www.google.com/maps?q=11.160925,76.946236
No,No,No,No,No,No,10.778471,79.1401,https://www.google.com/maps?q=10.778471,79.1401
No,No,No,No,No,No,10.7826395,79.138725,https://www.google.com/maps?q=10.7826395,79.138725
No,No,No,No,No,No,10.782777,79.1392,https://www.google.com/maps?q=10.782777,79.1392
No,No,No,No,No,No,11.282281,76.9452,https://www.google.com/maps?q=11.282281,76.9452
No,No,No,No,No,No,11.291224,76.94097,https://www.google.com/maps?q=11.291224,76.94097
No,No,No,No,No,No,11.294154,76.93992,https://www.google.com/maps?q=11.294154,76.93992
No,No,No,No,No,No,11.00894,76.96717,https://www.google.com/maps?q=11.00894,76.96717
No,No,No,No,No,No,11.006146,76.96641,https://www.google.com/maps?q=11.006146,76.96641
No,No,No,No,No,No,11.010206,76.967064,https://www.google.com/maps?q=11.010206,76.967064
No,No,No,No,No,No,11.075279,77.00199,https://www.google.com/maps?q=11.075279,77.00199
No,No,No,No,No,No,11.067664,77.00159,https://www.google.com/maps?q=11.067664,77.00159
No,No,No,No,No,No,11.061615,76.99844,https://www.google.com/maps?q=11.061615,76.99844
No,No,No,No,No,No,11.053867,76.99409,https://www.google.com/maps?q=11.053867,76.99409
No,No,No,No,No,No,11.000485,76.96744,https://www.google.com/maps?q=11.000485,76.96744
No,No,No,No,No,No,10.995316,76.959564,https://www.google.com/maps?q=10.995316,76.959564
No,No,No,No,No,No,11.001801,76.96868,https://www.google.com/maps?q=11.001801,76.96868
No,No,No,No,No,No,11.012837,76.986244,https://www.google.com/maps?q=11.012837,76.986244
No,No,No,No,No,No,11.000384,76.99486,https://www.google.com/maps?q=11.000384,76.99486
No,No,No,No,No,No,10.997213,76.99567,https://www.google.com/maps?q=10.997213,76.99567
No,No,No,No,No,No,11.009773,76.989815,https://www.google.com/maps?q=11.009773,76.989815
No,No,No,No,No,No,10.997269,76.99943,https://www.google.com/maps?q=10.997269,76.99943
No,No,No,No,No,No,10.992156,76.959885,https://www.google.com/maps?q=10.992156,76.959885
No,No,No,No,No,No,10.993056,76.95968,https://www.google.com/maps?q=10.993056,76.95968
No,No,No,No,No,No,10.996774,76.958916,https://www.google.com/maps?q=10.996774,76.958916
No,No,No,No,No,No,10.998212,76.9842,https://www.google.com/maps?q=10.998212,76.9842
No,No,No,No,No,No,11.344078,77.11499,https://www.google.com/maps?q=11.344078,77.11499
No,No,No,No,No,No,11.181287,76.83399,https://www.google.com/maps?q=11.181287,76.83399
No,No,No,No,No,No,11.187803,76.80892,https://www.google.com/maps?q=11.187803,76.80892
No,No,No,No,No,No,11.210584,76.870766,https://www.google.com/maps?q=11.210584,76.870766
No,No,No,No,No,No,11.213497,76.82532,https://www.google.com/maps?q=11.213497,76.82532
No,No,No,No,No,No,11.241944,76.92279,https://www.google.com/maps?q=11.241944,76.92279
No,No,No,No,No,No,11.25063,76.91743,https://www.google.com/maps?q=11.25063,76.91743
No,No,No,No,No,No,11.251752,76.894775,https://www.google.com/maps?q=11.251752,76.894775
No,No,No,No,No,No,11.253046,76.9168,https://www.google.com/maps?q=11.253046,76.9168
No,No,No,No,No,No,11.254567,76.91173,https://www.google.com/maps?q=11.254567,76.91173
No,No,No,No,No,No,11.255946,76.9042,https://www.google.com/maps?q=11.255946,76.9042
No,No,No,No,No,No,11.294914,76.895226,https://www.google.com/maps?q=11.294914,76.895226
No,No,No,No,No,No,11.315294,77.021034,https://www.google.com/maps?q=11.315294,77.021034
No,No,No,No,No,No,11.320036,77.03992,https://www.google.com/maps?q=11.320036,77.03992
No,No,No,No,No,No,11.325216,77.05896,https://www.google.com/maps?q=11.325216,77.05896
No,No,No,No,No,No,11.325573,77.06914,https://www.google.com/maps?q=11.325573,77.06914
No,No,No,No,No,No,11.082289,77.12299,https://www.google.com/maps?q=11.082289,77.12299
No,No,No,No,No,No,11.098229,77.35519,https://www.google.com/maps?q=11.098229,77.35519
No,No,No,No,No,No,8.29095,77.11279,https://www.google.com/maps?q=8.29095,77.11279
